Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPS,PPI,Cpu_name,SSD,Hybrid,Gpu brand
Asus,Ultrabook,8,Windows,1.7,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia
Lenovo,Gaming,16,Windows,2.5,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
Lenovo,Notebook,8,Others,2.2,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia
Acer,Notebook,2,Others,2.19,0,0,100.45466986113651,Other processors,16,0,Intel
Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i7,0,0,Nvidia
HP,Notebook,8,Windows,2.54,0,0,106.11306214269258,Intel Core i3,0,0,Intel
Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
Lenovo,Notebook,8,Windows,2.05,0,0,141.21199808219862,Intel Core i5,256,0,Intel
Lenovo,Gaming,8,Windows,3.2,0,1,141.21199808219862,Intel Core i7,0,0,Nvidia
Acer,Notebook,8,Others,2.5,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
Dell,Workstation,16,Windows,3.42,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Lenovo,Notebook,6,Windows,2.4,0,0,141.21199808219862,AMD processors,0,0,AMD
Asus,Ultrabook,16,Windows,1.63,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia
Asus,Notebook,4,Windows,1.3,0,0,111.93520355955211,Intel Core i3,128,0,Intel
Asus,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i5,0,0,Nvidia
Lenovo,Notebook,8,Others,2.2,0,0,100.45466986113651,Intel Core i5,0,0,Nvidia
Asus,Gaming,8,Windows,2.5,0,0,141.21199808219862,Intel Core i7,128,0,Nvidia
Lenovo,Notebook,4,Others,2.2,0,0,100.45466986113651,Other processors,0,0,Intel
HP,2 in 1 Convertible,16,Windows,1.28,1,0,165.6321180513006,Intel Core i7,256,0,Intel
Toshiba,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
Lenovo,Notebook,8,Windows,2.3,0,0,141.21199808219862,Intel Core i5,128,0,Nvidia
HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Intel Core i3,0,0,Intel
Lenovo,Notebook,8,Windows,1.1,0,1,165.6321180513006,Intel Core i5,256,0,Intel
Dell,Ultrabook,16,Windows,1.21,1,1,162.40629351131793,Intel Core i7,1000,0,Intel
MSI,Gaming,16,Windows,2.8,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
Acer,Notebook,8,Windows,2.23,0,0,141.21199808219862,AMD processors,256,0,AMD
Asus,2 in 1 Convertible,2,Windows,1.1,1,0,135.0942111925629,Other processors,0,0,Intel
Dell,Notebook,8,Windows,2.33,0,0,141.21199808219862,Intel Core i5,128,0,AMD
HP,2 in 1 Convertible,16,Windows,1.29,1,1,162.40629351131793,Intel Core i7,1000,0,Intel
Lenovo,Notebook,4,Others,1.45,0,0,117.82653006268643,Other processors,0,0,Intel
HP,Notebook,8,Windows,1.95,0,0,157.3505121487356,Intel Core i5,256,0,Intel
Acer,Notebook,4,Windows,1.4,0,0,135.0942111925629,Other processors,0,0,Intel
HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i7,256,0,Intel
Lenovo,Notebook,4,Windows,2.79,0,0,106.11306214269258,Intel Core i5,0,0,Nvidia
Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i7,256,0,Intel
HP,Notebook,8,Windows,2.1,0,1,100.45466986113651,Intel Core i7,0,0,Intel
Acer,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD processors,256,0,AMD
Lenovo,Notebook,4,Windows,1.44,0,0,111.93520355955211,Other processors,0,0,Intel
Acer,Notebook,6,Windows,2.23,0,0,100.45466986113651,Intel Core i5,0,0,Intel
Asus,Ultrabook,8,Windows,1.7,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
HP,Ultrabook,8,Windows,1.26,0,0,176.23257360658386,Intel Core i7,256,0,Intel
Dell,Notebook,32,Windows,2.06,1,0,138.46177587823902,Intel Core i7,1000,0,Nvidia
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,256,0,Intel
Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i7,256,0,Intel
Lenovo,Notebook,4,Windows,1.85,0,0,141.21199808219862,Intel Core i3,0,0,Intel
Asus,Gaming,8,Windows,2.5,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i5,256,0,Intel
Dell,Ultrabook,8,Windows,1.9,0,1,141.21199808219862,Intel Core i5,128,0,Nvidia
HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i5,256,0,Intel
Asus,Notebook,4,Others,2.0,0,0,100.45466986113651,Other processors,0,0,Intel
Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia
Dell,Notebook,4,Others,2.2,0,0,100.45466986113651,Other processors,0,0,Intel
Lenovo,Notebook,12,Windows,2.2,0,0,141.21199808219862,AMD processors,0,0,AMD
HP,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i3,0,0,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.4,1,1,155.39594990651284,Intel Core i7,512,0,Intel
Dell,Ultrabook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i7,256,0,Intel
Lenovo,Gaming,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
HP,Notebook,2,Windows,1.44,0,0,111.93520355955211,Other processors,0,0,Intel
Dell,Ultrabook,16,Windows,1.88,0,0,141.21199808219862,Intel Core i7,768,0,Intel
Asus,2 in 1 Convertible,4,Windows,1.5,1,0,135.0942111925629,Other processors,0,0,Intel
Dell,Ultrabook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,0,0,AMD
Dell,Notebook,16,Windows,2.06,1,0,138.46177587823902,Intel Core i7,512,0,Nvidia
HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i7,256,0,Intel
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,128,0,Nvidia
HP,Workstation,8,Windows,2.6,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
Toshiba,Notebook,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,512,0,Nvidia
Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i7,128,0,AMD
Lenovo,Notebook,4,Others,2.2,0,0,100.45466986113651,Other processors,0,0,Intel
Dell,Gaming,8,Windows,2.65,0,0,141.21199808219862,Intel Core i5,0,0,Nvidia
Dell,Notebook,8,Windows,2.36,1,0,100.45466986113651,Intel Core i5,0,0,Intel
Dell,Notebook,8,Windows,1.36,0,0,157.3505121487356,Intel Core i5,256,0,Intel
HP,Notebook,4,Windows,1.86,0,0,100.45466986113651,Intel Core i3,0,0,Intel
Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i5,256,0,Intel
Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i5,128,0,Nvidia
HP,Notebook,8,Windows,1.86,0,0,141.21199808219862,Intel Core i5,0,0,Intel
Lenovo,Notebook,8,Others,2.2,0,0,100.45466986113651,Intel Core i3,256,0,Nvidia
HP,Notebook,8,Windows,2.04,0,0,100.45466986113651,Other processors,0,0,Intel
Dell,Notebook,8,Windows,2.8,0,0,127.33567457123111,Intel Core i5,128,0,AMD
Lenovo,Gaming,8,Others,2.4,0,1,141.21199808219862,Intel Core i5,128,0,Nvidia
Dell,Notebook,8,Windows,2.33,0,0,141.21199808219862,Intel Core i7,256,0,AMD
HP,Ultrabook,8,Windows,1.36,0,1,157.3505121487356,Intel Core i7,256,0,Intel
Asus,2 in 1 Convertible,12,Windows,2.26,1,0,141.21199808219862,Intel Core i7,512,0,Nvidia
Acer,Notebook,4,Windows,2.1,0,0,100.45466986113651,AMD processors,128,0,AMD
Asus,Gaming,16,Windows,3.25,0,1,127.33567457123111,AMD processors,256,0,AMD
Lenovo,Notebook,4,Windows,2.6,0,0,106.11306214269258,AMD processors,128,0,AMD
Dell,2 in 1 Convertible,8,Windows,1.62,1,0,165.6321180513006,Intel Core i7,256,0,Intel
HP,Notebook,4,Windows,1.91,0,0,141.21199808219862,AMD processors,256,0,AMD
Lenovo,Netbook,4,Windows,1.59,0,1,135.0942111925629,Other processors,128,0,Intel
Dell,Notebook,4,Windows,1.8,0,0,100.45466986113651,Other processors,0,0,Intel
Asus,Notebook,4,Windows,1.5,0,0,111.93520355955211,Other processors,0,0,Intel
Acer,Notebook,8,Others,2.4,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia
HP,Gaming,8,Windows,3.35,0,1,127.33567457123111,Intel Core i7,128,0,Nvidia
Lenovo,Notebook,4,Others,1.85,0,0,141.21199808219862,Intel Core i3,128,0,Intel
Asus,Gaming,8,Windows,2.3,0,1,141.21199808219862,Intel Core i7,128,0,Nvidia
Lenovo,Notebook,8,Windows,1.5,0,1,157.3505121487356,Intel Core i5,256,0,Nvidia
Asus,Ultrabook,16,Windows,1.1,1,0,165.6321180513006,Intel Core i7,512,0,Intel
Lenovo,Ultrabook,8,Windows,1.13,0,1,209.8006828649808,Intel Core i7,512,0,Intel
Lenovo,Notebook,4,Windows,1.5,0,1,165.6321180513006,Intel Core i3,128,0,Intel
Dell,Workstation,8,Windows,2.23,0,0,141.21199808219862,Intel Core i5,0,0,AMD
Dell,Workstation,8,Windows,2.0,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.42,1,0,209.8006828649808,Intel Core i7,512,0,Intel
Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i7,0,0,Nvidia
Asus,Gaming,16,Windows,3.0,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Acer,Notebook,12,Windows,2.2,0,1,100.45466986113651,Intel Core i5,0,0,Nvidia
MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Dell,Notebook,8,Others,2.33,0,0,141.21199808219862,Intel Core i7,256,0,AMD
HP,Ultrabook,4,Windows,1.91,0,0,141.21199808219862,AMD processors,256,0,AMD
Lenovo,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i7,256,0,AMD
Lenovo,Notebook,8,Windows,1.9,0,1,157.3505121487356,Intel Core i5,256,0,Intel
Dell,Workstation,8,Windows,1.78,1,0,138.46177587823902,Intel Core i7,256,0,Nvidia
Lenovo,Ultrabook,16,Windows,1.13,0,1,209.8006828649808,Intel Core i7,1000,0,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other processors,0,0,Intel
Asus,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Lenovo,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i5,256,0,AMD
Acer,Notebook,8,Others,2.5,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
MSI,Gaming,16,Windows,2.8,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Asus,Ultrabook,8,Windows,1.1,0,0,157.3505121487356,Intel Core i7,512,0,Intel
Toshiba,Ultrabook,16,Windows,1.2,0,0,165.6321180513006,Intel Core i7,512,0,Intel
Dell,Ultrabook,8,Windows,1.36,0,0,157.3505121487356,Intel Core i7,512,0,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,0,0,Intel
Lenovo,Notebook,2,Windows,1.15,0,0,135.0942111925629,Other processors,0,0,Intel
Lenovo,Workstation,8,Windows,2.67,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia
Lenovo,Ultrabook,8,Windows,1.7,0,1,209.8006828649808,Intel Core i7,512,0,Nvidia
HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i3,0,0,AMD
Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321180513006,Intel Core i7,256,0,Intel
Asus,2 in 1 Convertible,8,Windows,1.27,1,1,165.6321180513006,Intel Core i5,256,0,Intel
Dell,Notebook,4,Others,2.3,0,0,141.21199808219862,Intel Core i5,256,0,AMD
Dell,Notebook,4,Windows,1.65,0,0,117.82653006268643,Intel Core i3,128,0,Intel
HP,Ultrabook,8,Windows,1.43,0,0,157.3505121487356,Intel Core i7,256,0,Intel
Dell,Notebook,8,Windows,2.14,0,0,100.45466986113651,Intel Core i5,0,0,Intel
Lenovo,Ultrabook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i7,256,0,AMD
Lenovo,2 in 1 Convertible,16,Windows,2.0,1,1,138.46177587823902,Intel Core i7,512,0,Nvidia
Chuwi,Notebook,6,Windows,1.4,0,1,267.3384360344031,Other processors,0,0,Intel
HP,Notebook,8,Windows,2.31,0,0,141.21199808219862,Intel Core i7,256,0,Intel
Asus,Notebook,8,Others,2.3,0,0,141.21199808219862,Intel Core i3,0,0,Nvidia
Dell,Gaming,16,Windows,4.42,0,1,169.78089942830815,Intel Core i7,256,0,Nvidia
Dell,Gaming,8,Windows,2.62,0,1,141.21199808219862,Intel Core i7,128,0,Nvidia
Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i7,256,0,AMD
Dell,Ultrabook,8,Others,1.6,0,0,157.3505121487356,Intel Core i7,256,0,Intel
HP,Gaming,12,Windows,3.35,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Mediacom,2 in 1 Convertible,4,Windows,1.16,1,1,189.90579052433606,Other processors,32,0,Intel
Samsung,Netbook,4,Others,1.15,0,0,135.0942111925629,Other processors,0,0,Intel
Lenovo,Notebook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i7,256,0,Intel
Lenovo,Notebook,4,Windows,1.7,0,1,157.3505121487356,Intel Core i3,128,0,Intel
Lenovo,Workstation,16,Windows,2.3,0,1,138.46177587823902,Intel Core i7,512,0,Nvidia
Lenovo,Notebook,16,Windows,2.5,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia
Asus,Gaming,8,Windows,3.2,0,0,127.33567457123111,AMD processors,256,0,AMD
HP,Notebook,4,Windows,2.1,0,0,100.45466986113651,Other processors,0,0,Intel
Google,Ultrabook,16,Others,1.1,1,0,234.50740003017813,Intel Core i7,512,0,Intel
Lenovo,Ultrabook,24,Windows,1.32,0,0,209.8006828649808,Intel Core i7,512,0,Intel
Asus,Notebook,4,Others,2.0,0,0,141.21199808219862,Intel Core i5,256,0,Intel
Lenovo,Notebook,8,Windows,2.8,0,0,106.11306214269258,AMD processors,0,0,AMD
Dell,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i5,256,0,AMD
Lenovo,Ultrabook,8,Windows,1.36,0,1,176.23257360658386,Intel Core i5,256,0,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Other processors,128,0,Intel
HP,Gaming,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,128,0,Nvidia
Dell,Notebook,8,Windows,1.64,0,0,157.3505121487356,Intel Core i5,256,0,Nvidia
Acer,Notebook,4,Others,2.4,0,0,100.45466986113651,Intel Core i5,0,0,Intel
Dell,Workstation,8,Windows,2.23,0,0,141.21199808219862,Other processors,0,0,Nvidia
MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia
Microsoft,Ultrabook,16,Windows,1.25,1,0,200.84255993695703,Intel Core i7,512,0,Intel
HP,Notebook,8,Windows,1.91,0,0,100.45466986113651,Intel Core i5,128,0,Intel
Dell,Workstation,16,Windows,2.17,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
HP,Workstation,8,Windows,2.31,0,1,141.21199808219862,Intel Core i7,512,0,Intel
Lenovo,Notebook,8,Windows,1.65,0,0,157.3505121487356,Intel Core i5,256,0,Intel
Dell,Notebook,8,Windows,2.36,0,0,141.21199808219862,Intel Core i7,128,0,AMD
Dell,2 in 1 Convertible,4,Windows,1.47,1,0,135.0942111925629,Other processors,0,0,Intel
Dell,Notebook,8,Windows,4.42,0,1,127.33567457123111,Intel Core i7,0,0,Nvidia
Microsoft,Ultrabook,4,Windows,1.252,1,0,200.84255993695703,Other processors,128,0,Intel
Microsoft,Ultrabook,8,Windows,1.25,1,0,200.84255993695703,Intel Core i7,256,0,Intel
HP,Notebook,8,Windows,2.5,0,0,106.11306214269258,Intel Core i3,256,0,Intel
Acer,Notebook,4,Windows,2.23,0,0,141.21199808219862,Intel Core i3,0,0,Nvidia
Acer,Netbook,4,Windows,1.4,0,0,135.0942111925629,Other processors,128,0,Intel
Asus,Notebook,8,Windows,2.37,0,0,141.21199808219862,Intel Core i5,0,0,Intel
Lenovo,Notebook,8,Others,1.5,0,1,157.3505121487356,Intel Core i7,512,0,AMD
Lenovo,Notebook,8,Windows,2.67,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
Asus,Notebook,4,Windows,2.0,0,0,100.45466986113651,Other processors,0,0,Intel
Acer,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i3,0,0,Nvidia
Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i5,0,0,AMD
HP,Gaming,12,Windows,3.78,0,1,127.33567457123111,Intel Core i7,0,0,Nvidia
Lenovo,Ultrabook,12,Windows,1.4,0,1,209.8006828649808,Intel Core i7,256,0,Intel
HP,2 in 1 Convertible,8,Windows,1.29,1,1,162.40629351131793,Intel Core i7,512,0,Intel
HP,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,0,0,AMD
Google,Ultrabook,8,Others,1.1,1,0,234.50740003017813,Intel Core i5,128,0,Intel
Dell,Ultrabook,8,Windows,1.42,1,0,165.6321180513006,Intel Core i5,256,0,Intel
Asus,Notebook,12,Windows,2.06,0,1,138.46177587823902,Intel Core i7,128,0,Intel
Dell,Notebook,8,Windows,1.79,0,0,111.93520355955211,Intel Core i3,128,0,Intel
Dell,Workstation,8,Windows,1.78,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
Lenovo,Notebook,8,Windows,1.7,0,0,157.3505121487356,Intel Core i5,180,0,Intel
Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,0,AMD
Toshiba,Notebook,8,Windows,1.05,0,1,165.6321180513006,Intel Core i5,256,0,Intel
Dell,Notebook,8,Windows,2.16,0,1,141.21199808219862,Intel Core i7,512,0,Nvidia
Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i3,0,0,Intel
HP,Notebook,4,Windows,1.49,0,1,165.6321180513006,Intel Core i5,128,0,Intel
Chuwi,Notebook,4,Windows,1.89,0,0,141.21199808219862,Other processors,0,0,Intel
Lenovo,Notebook,4,Windows,2.3,0,0,100.45466986113651,Intel Core i3,128,0,Intel
Lenovo,Notebook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i5,256,0,Intel
Dell,Workstation,16,Windows,2.17,0,1,141.21199808219862,Intel Core i7,512,0,Nvidia
Dell,Notebook,16,Windows,2.06,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia
Lenovo,Ultrabook,16,Windows,1.36,0,1,176.23257360658386,Intel Core i7,512,0,Intel
Asus,Ultrabook,16,Windows,0.91,0,0,176.23257360658386,Intel Core i7,512,0,Intel
Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,256,0,Nvidia
Toshiba,Ultrabook,32,Windows,1.05,1,0,165.6321180513006,Intel Core i7,512,0,Intel
Asus,Gaming,8,Windows,1.99,0,0,141.21199808219862,Intel Core i7,128,0,Nvidia
Acer,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD processors,0,0,AMD
Asus,Gaming,24,Windows,4.33,1,1,127.33567457123111,Intel Core i7,256,0,Nvidia
Lenovo,Ultrabook,8,Windows,1.3,0,1,125.36742798669837,Intel Core i5,180,0,Intel
Lenovo,Notebook,8,Windows,2.17,0,0,141.21199808219862,Intel Core i7,256,0,Intel
HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i7,1000,0,Intel
Lenovo,Notebook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i3,256,0,Intel
Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,256,0,Intel
Asus,Netbook,4,Windows,1.2,0,0,135.0942111925629,Other processors,0,0,Intel
HP,Notebook,8,Windows,1.91,0,0,100.45466986113651,Intel Core i5,256,0,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.4,1,1,158.48253022174808,Intel Core i5,256,0,Intel
Lenovo,Notebook,4,Windows,2.1,0,0,111.93520355955211,Other processors,0,0,Intel
Lenovo,Netbook,4,Others,1.25,0,0,135.0942111925629,Other processors,16,0,Intel
Lenovo,Notebook,8,Windows,1.44,0,0,165.6321180513006,Intel Core i5,256,0,Intel
Asus,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,256,0,Intel
Acer,Notebook,4,Windows,2.2,0,1,141.21199808219862,Intel Core i5,0,0,Nvidia
HP,Ultrabook,8,Windows,1.34,0,1,165.6321180513006,Intel Core i7,512,0,Intel
Lenovo,Gaming,8,Others,2.4,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
Dell,Ultrabook,8,Windows,1.29,1,1,165.6321180513006,Intel Core i5,128,0,Intel
Acer,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia
Dell,Notebook,8,Windows,2.18,0,0,141.21199808219862,Intel Core i5,0,0,Intel
Dell,Notebook,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,256,0,AMD
Xiaomi,Notebook,16,Others,1.95,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
Asus,Netbook,2,Windows,1.1,0,0,135.0942111925629,Other processors,0,0,Intel
HP,Notebook,4,Windows,2.04,1,0,100.45466986113651,Intel Core i5,0,0,Intel
Asus,Gaming,24,Windows,2.24,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia
HP,Notebook,8,Windows,2.04,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia
Asus,Gaming,16,Windows,3.0,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia
Lenovo,Gaming,8,Windows,3.2,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia
HP,Ultrabook,8,Windows,1.32,0,1,165.6321180513006,Intel Core i7,256,0,Intel
Dell,Notebook,8,Windows,1.64,0,0,157.3505121487356,Intel Core i5,256,0,Intel
HP,Notebook,4,Windows,1.63,0,0,100.45466986113651,Intel Core i3,128,0,Intel
Dell,Notebook,8,Others,2.8,0,1,127.33567457123111,Intel Core i5,128,0,AMD
Lenovo,Notebook,8,Windows,2.02,0,0,157.3505121487356,Intel Core i5,256,0,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia
Lenovo,Notebook,8,Others,2.2,0,0,100.45466986113651,Intel Core i3,0,0,Nvidia
Dell,Notebook,4,Windows,2.3,0,0,141.21199808219862,Intel Core i5,0,0,AMD
Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,256,0,Intel
Dell,Gaming,16,Windows,4.42,0,1,127.33567457123111,Intel Core i7,128,0,Nvidia
Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,0,0,Intel
Asus,Notebook,8,Windows,2.0,0,1,138.46177587823902,Intel Core i7,256,0,Nvidia
Mediacom,Notebook,4,Windows,1.2,0,1,165.6321180513006,Other processors,32,0,Intel
Asus,Gaming,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,128,0,Nvidia
Dell,Notebook,8,Windows,1.93,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia
Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,256,0,AMD
HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Other processors,256,0,Intel
HP,Gaming,12,Windows,2.62,0,0,127.33567457123111,Intel Core i7,0,0,Nvidia
Lenovo,Notebook,8,Windows,1.87,0,1,157.3505121487356,Intel Core i7,256,0,Nvidia
Dell,Ultrabook,8,Windows,1.2,1,0,276.053530085501,Intel Core i7,256,0,Intel
Dell,Notebook,4,Windows,1.6,0,0,157.3505121487356,Intel Core i3,128,0,Intel
HP,Ultrabook,8,Windows,1.34,0,1,276.053530085501,Intel Core i7,256,0,Intel
Acer,Gaming,8,Others,2.4,0,0,141.21199808219862,Intel Core i5,0,0,Nvidia
Asus,Notebook,4,Windows,2.0,0,0,100.45466986113651,AMD processors,0,0,AMD
HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i3,128,0,Intel
Lenovo,Notebook,4,Windows,1.87,0,0,157.3505121487356,Intel Core i5,0,0,Intel
Lenovo,Notebook,4,Others,2.15,0,0,141.21199808219862,Intel Core i5,0,0,Intel
HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Intel Core i3,0,0,Intel
Lenovo,Notebook,8,Windows,1.99,0,1,141.21199808219862,Intel Core i7,512,0,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,128,0,Intel
Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,256,0,Intel
Dell,Gaming,16,Windows,4.42,0,1,127.33567457123111,Intel Core i7,256,0,Nvidia
HP,Notebook,8,Windows,2.65,0,0,106.11306214269258,Intel Core i3,0,0,Intel
HP,Notebook,8,Windows,2.63,0,0,127.33567457123111,Intel Core i7,0,0,Nvidia
Asus,Notebook,4,Others,2.0,0,0,100.45466986113651,Other processors,0,0,Intel
Mediacom,Notebook,4,Windows,1.35,0,1,165.6321180513006,Other processors,0,0,Intel
Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i7,128,0,Nvidia
HP,Notebook,6,Windows,1.91,0,1,141.21199808219862,AMD processors,128,0,AMD
Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i3,0,0,AMD
Acer,2 in 1 Convertible,4,Windows,1.25,1,1,189.90579052433606,Other processors,0,0,Intel
Lenovo,Notebook,4,Windows,2.05,0,0,141.21199808219862,Intel Core i3,128,0,Intel
HP,Ultrabook,16,Windows,1.16,1,1,276.053530085501,Other processors,512,0,Intel
Lenovo,Notebook,8,Windows,3.4,0,1,127.33567457123111,Intel Core i7,256,0,Nvidia
Asus,Notebook,8,Windows,2.5,0,0,141.21199808219862,Intel Core i5,128,0,Nvidia
Dell,Ultrabook,8,Windows,1.21,1,1,162.40629351131793,Intel Core i5,128,0,Intel
Dell,Notebook,4,Windows,1.93,0,0,100.45466986113651,Intel Core i5,0,0,Intel
Fujitsu,Notebook,8,Windows,2.2,0,0,100.45466986113651,Intel Core i5,0,0,Intel
Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Other processors,0,0,Intel
Lenovo,Notebook,4,Windows,2.02,0,0,111.93520355955211,Intel Core i5,0,0,Intel
HP,Workstation,8,Windows,3.14,0,0,106.11306214269258,Intel Core i5,0,0,Nvidia
HP,Notebook,8,Windows,1.94,0,0,111.93520355955211,Other processors,0,0,Intel
HP,Notebook,6,Windows,1.95,0,1,141.21199808219862,AMD processors,256,0,AMD
Lenovo,Notebook,8,Windows,2.3,0,0,141.21199808219862,Intel Core i5,256,0,Intel
Lenovo,Notebook,4,Windows,2.05,0,0,141.21199808219862,Intel Core i5,0,0,Intel
Mediacom,Notebook,4,Windows,1.4,0,0,157.3505121487356,Other processors,32,0,Intel
